id_resto,amount_pictures,average_price,features,description
758,11,$$ ($20 to $30),,"Welcome to our little ephemeral corner of paradise, where Mediterranean cuisine comes to life through the energy and passion of a young woman who firmly believes that everything can be shared through food (even her little secret tips). Here, every dish is a love letter, and every bite is a mini journey.Our specialties change weekly, so get ready for surprises that will awaken your taste buds and make your mouth water. But we don’t stop there! We’ve created a place where good vibes are always on the menu: from cooking workshops to painting sessions and other quirky events, there’s always something unique to experience.All of this takes place in the cozy charm of Old Montreal, where we invite you to eat, laugh, and leave with a big smile (and maybe a slightly rounder belly). So, what are we waiting for? Let’s meet around the table!show more"
759,28,$ (less than $20),,"OUR HISTORY Allon Burger, it’s the realization of the dream of two partners who love life, good food and who like to share it. That’s why we cook for you what we do best: burgers that are out of the ordinary. IN OUR KITCHEN Our 100% AA Canadian beef is chopped every day, especially for you. It’s always fresh, but never frozen. In addition, all our burgers are served with a choice of tasty salad cabbage or potato salad.show more"
760,6,"$$ ($20 to $30), $$$ ($30 to $45)",,"The SHAKER Cuisine & Mixologie team has had its eye on the Drummondville area for a while now. Good news: the dream has become a reality as a sixteenth branch has opened its doors in the former Vieux Duluth location on St. Joseph Boulevard!
Nearly 200 customers can be welcomed inside the establishment and about 100 on the terrace. Drummondville residents can now enjoy our popular tartars, burgers and cocktails!show more"
761,30,"$$$ ($30 to $45), $$$$ (over $45)",,Elevated Vietnamese haute cuisine in Old Montreal. Cocktails that will change the scene. Hang Montreal!show more
762,23,$$$ ($30 to $45),,"A magical blend of old-world charm and new-world vibrancy
With its nostalgic character and refined style, this French bistro-style restaurant offers a setting for gathering between meetings, in the evening before or after a show, or for Sunday brunch with friends. show more"
763,15,$$ ($20 to $30),,"Discover our weekday lunch and weekend brunch, featuring hot and cold sandwiches, bagels, gourmet salads, and freshly squeezed juices in a modern atmosphere. Seating available, as well as takeout and delivery options.show more"
764,24,"$$ ($20 to $30), $$$ ($30 to $45)",,"Located near the Promenade Fleury since July 2013, the restaurant invites you to enjoy its delicious Greek food, from pikilia, to crispy squid without forgetting the tender shish-kebabs. The atmosphere is warm, cozy and relaxed.   Contact us for more information and to reserve.  Don’t forget to bring your own wine.show more"
765,32,$$ ($20 to $30),,"Guests are charmed by the background music, dim lights and friendly atmosphere right from the start. It is in this setting that, for over 25 years, Restaurant Chaudronnée Suisse offers its customers a fondue menu with fresh food and generous portions.show more"
766,39,"$$$ ($30 to $45), $$$$ (over $45)",,"In Old Montreal, just south of the Financial District, sits The Farsides. Brought to you by John Edward Gumbley (Bord’Elle) and the Jegantic team, the Farsides is an edgy new take on the restaurant and bar scene. Our blend of culinary styling sets the exotic far eastern flavours of Thailand’s shores crashing into the far Western Beaches of Hawaiian cuisine. The result of this fusion is something we like to call Thaiwaiian. A sumptuous combination of authentic Thai and Hawaiian delicacies, merging familiar flavours with elevated function.
Not only do we consider the Farsides to be a unique take on cuisine, we also aim to please with a brand new re-imagining of the Tiki bar concept. Our mixology program features no less than a dozen modern interpretations of classic cocktails you would normally only expect to find on the Islands.
Stepping into the Farsides will be like walking into our version of an alleyway in Brooklyn circa 1992. Complete with brick walls as high as the eye can see, fire escapes, graffiti laced facades and believe it or not our very own hand painted basketball court. Add a touch of the exotic with jungle like overgrowth set to the beat of 80’s & 90’s hip pop and nostalgic memorabilia from the golden age of rap and what you’ll find is The Farsides. Montreal you might not know us but we know you very well.show more"
767,12,"$ (less than $20), $$ ($20 to $30)",,"Welcome to Casa Mare, a family-run bring-your-own-wine restaurant that has spanned three generations since 1974.Founded in 1974 by Marco Fanone, his son Oreste Fanone took over until 2024. Since November 2024, the founder's granddaughter, Sandra, and her husband, Maxim, have taken over the reins of the family business.A varied menu, a warm decor that will transport you to Italy for an evening and the possibility of bringing your own wine, these are the reasons for our success.Whether you are looking for a place for a romantic dinner, an evening with friends or family, bring your favorite bottle of wine and come and enjoy your favorite Italian meals.We can't wait to see you.Maxim and Sandrashow more"
768,29,"$$ ($20 to $30), $$$ ($30 to $45)",,"For more than 35 years we welcomed you in Vimont, Laval in this establishment that many of you saw evolving. We wish to continue to surprise you and make you discover Italian gastronomical treasures as well as our immense selection of wines from around the world.  Come and sample in a classic, warm and friendly atmosphere, one of our house specialties such as: cold cut meats, breads and focaccias, smoked salmon, linguine sapore di mare, short rib or our lamb shanks. And don't forget about our desserts such as the crème brulée, the pear and caramel cake or the chocolate and grappa cake, these are simply irresistible! For special occasions, business dinners or simple parties, Gualdieri restaurant is always a great choice. We provide you with 3 private rooms as well as audiovisual equipment and wireless internet for your presentations.  During the warm weather, come and discover our attractive terrace.
Thanks to all our faithful customers and welcome to the new! Lino and Elio Gualdieri.show more"
769,24,"$ (less than $20), $$ ($20 to $30)",,"Pho & Co prides itself in offering a curated menu of traditional Vietnamese dishes each elevated with a modern touch. Our pho is made from 100% sustainably-sourced ingredients, carefully selected by our chefs to bring you an exclusive and memorable dining experience.show more"
770,16,$ (less than $20),,McKibbin's on the Main has all the warmth and atmosphere of a traditional village pub. As soon as you walk in you will be surrounded by the very essence of Ireland. The sounds and smell of the pub will immediately transport you to the Emerald Isle. As you walk through the pub you will feel as though you are taking a tour of famous landmarks in Ireland.show more
771,19,$$ ($20 to $30),,"The Nikkei MTL is a restaurant located in the heart of Laurier.  It offers a Nikkei-style menu, a cuisine that fuses Japan and Peru to offer you unforgettable flavors.show more"
772,47,$ (less than $20),,"Montreal game store and board game cafe: Magic The Gathering, Warhammer, board games, miniatures (Infinity, Warmachine, Star Wars), D&D and other RPG, painting and accessories, Pokemon, et many more! Come visit the biggest miniature game store and gaming area in Quebec, and ask our passionate team for advice!show more"
773,28,"$$ ($20 to $30), $$$ ($30 to $45)",,"Located in the vicinity of Atwater Market, Geppetto offers delicious pizza made in a wood burning oven, but this isn't just any ordinary oven, it's an Italian wood burning oven. Here you will taste some excellent dishes with good value for money in a relaxed and comfortable atmosphere surrounded by a retro-style decor with antique pictures and mirrors. Well spaced banquet tables allow you to spend pleasant moments in a warm environment and during the summer months you can also enjoy a beautiful terrace.  The menu consists of a good selection of pizza, salads, starters and desserts. The starters are really recommended, as well as their homemade desserts, especially the chocolate tart. The pizzas are prepared with fresh products and the highest quality ingredients such as mozzarella di buffala and prosciutto! Simply delicious! Their menu of the day is presented on a chalk board and accompanied by a list of cocktails.  Restaurant Geppetto is a very inviting place with a simple and successful cuisine. With just one bite of pizza, you'll get a huge smile on your face.show more"
774,14,"$$ ($20 to $30), $$$ ($30 to $45)",,A restaurant offering unique culinary experiences and food and wine pairings. Fusion of Peruvian and Spanish cuisine.show more
775,21,"$$ ($20 to $30), $$$ ($30 to $45)",,"Immerse yourself in a unique cultural heritage that perfectly blends the exquisite flavors of French and Indian cuisine.
Located in Old Montreal, Héritaj invites you to experience a gastronomic journey and savor a gourmet escapade, signed by the Sandhu family and chef Arnaud Glay.show more"
776,16,$ (less than $20),,Quick little trip to Asia? Why not! Vua Sandwiches offers you the opportunity to experience the delights of Asia with items already prepared for take out or can be prepared fresh right in front of you!show more
777,18,"$$ ($20 to $30), $$$ ($30 to $45)",,"Pan-Caribbean restaurant celebrating all the goodness the Islands have to offer; the food, the music, the art.show more"
778,16,"$ (less than $20), $$ ($20 to $30)",,"Come and discover fresh, high quality Sushi & Asian cuisine with attentive service at Taiyo Sushi Express in Longueuil!show more"
779,28,$ (less than $20),,"Delicious authentic Mexican food in St-Henri with friendly service.Offering Mexican breakfast, tacos, salads & more... come see us!show more"
780,14,$$$ ($30 to $45),,"Le Coupe Monté Bistro is the new trendy BYOW Restaurant in Repentigny. Located in the downtown area, the Bistro answers a pressing demand in the region: high-end dining where you can bring your best bottles of wine. The bistro offers a French-inspired cuisine that showcases local products. Refined and unpretentious, the bistro cuisine is always tasty and respectful of local producers where the menu reflects the seasons and arrivals.show more"
781,24,$ (less than $20),,"Beer is an art, nothing less.  Art of making, art of living, ours is patiently worked and reworked for your taste pleasure and your aesthetic enjoyment.show more"
782,14,$$ ($20 to $30),,Montreal-influenced Asian comfort food. Not your typical asian restaurant.show more
783,18,$$ ($20 to $30),,Hakari Sushi offers a varied menu of high quality sushi at affordable prices. There’s nothing better than planning an evening with friends without breaking the bank! You will be delighted to taste their delicious dishes; you will quickly become a regular.   The menu offers a variety of sushi and delicious Japanese grilled meats and fish. The sushi is very fresh and tasty; you will be spoiled with the variety. Go visit them! The friendly staff looks forward to seeing you and will be happy to provide a unique experience.   Bon Appetite!show more
784,16,"$$ ($20 to $30), $$$ ($30 to $45)",,"Le Tire Bouchon Bistro Parisien invites you to discover its cuisine and wine bar in an atmosphere typical of a restaurant situated alongside the Champs-Elysees in France. Country of fine cuisine, we offer you the classics of bistro cooking: simmered dishes, Tartars, mussels, salads and much more! If you are a lover of desserts, do not resist the temptation. Our desserts join the French classics (fruits, chocolate, etc...). Le Tire Bouchon also offers you a private room for your special occasions whether it be with friends, family or co-workers.show more"
785,14,$$ ($20 to $30),,"Located in the heart of downtown Montreal, inside the Delta Hotel by Marriott Montreal, Brasserie Milton offers a gourmet cuisine inspired by Quebec’s seasons, purveyors and culinary specialties.
Through a local and seasonal menu where quality is a priority, Chef, Ron Kneabone, will convey his passion for Quebec and for the art of good food. Guests will indulge in typical Quebec dishes as well as original recipes.
Established at Delta Hotels by Marriott Montreal, Brasserie Milton is the ideal place to enjoy drinks or a good meal in a warm and relaxed atmosphere. Whether for breakfast or dinner, for a light snack or for a drink at the counter of our bar, our menu will satisfy all desires and appetites.
In the summer, discover our secret garden with its barbecue and cocktails menu.show more"
786,25,$$$ ($30 to $45),,"Niji Sushi Bar caters to those who enjoy fine Japanese cuisine. The name Niji, meaning rainbow, was chosen to embody the essence of its primary colors. The design was inspired by the duality of the natural forces of sun and rain creating it. A mix of traditional Japanese design and modern architecture is brought together with simplicity, refinement and avant-gardism. Niji aims to exalt all your senses. Let our menu charm you. Niji Sushi Bar a high-end Japanese restaurant in the heart of South Shore's Quartier Dix30!show more"
787,16,$ (less than $20),,"Welcome to the Sana restaurant, we offer you the most delicious dishes prepared with fresh and healthy ingredients. We invite you to enjoy a special moment with family and friends.We hope you enjoy your visit. Enjoy!show more"
788,15,"$$ ($20 to $30), $$$ ($30 to $45)",,"After over 58 years, the real italian experience of Trattoria Lanni is now offers in Vaudreuil. The Lanni's familly is proud to offer his customers fresh and local products.   Authentic Italian Cuisine made with the freshest local Ingredients.   A private room is as well available for business meetings, offices partys or familly gathering.   Giovanni, Michael, Tony et Alberto will be waiting for you!show more"
789,12,"$$ ($20 to $30), $$$ ($30 to $45)",,"Stella, these are two pizzerias in the image of their 100% Italian chef, a simple menu, pizzasdelicious, an enticing wine list, a charming and friendly atmosphere, a terrace for sunny days.show more"
790,20,"$$ ($20 to $30), $$$ ($30 to $45)",,"Your Window on the River...
Located on Lasalle Boulevard at the intersection of Démarchais, in a park setting, Restaurant Crescendo was elegantly built in 2002 at a cost of three million dollars, with the ultimate goal of delighting all your senses. Whether you find yourself on our spectacular 90-seat terrace or in our 140-seat dining room, whose abundant windows offer breathtaking views of the St. Lawrence River and Île-des-Sœurs, you are in for a treat.
You will discover refined, evolving Italian cuisine accompanied by personalized and friendly service. Crescendo is open daily, preparing dishes of exceptional freshness just for you. Whether it's for breakfast, a four-course table d’hôte lunch, or a five-course dinner starting at $41, you and your guests will be thoroughly delighted.
In the dining room, Martin Bernier, the owner, welcomes you into a setting where maple wood, stainless steel, and stained glass blend seamlessly to create an enchanting ambiance. Martin will guide you through the exceptional wines in our extensive wine cellar and advise you on our wide variety of privately imported wines, with bottles starting at an affordable $28.
Crescendo does much more than just serve meals—we offer a memorable experience. We work hard to provide impeccable and personalized service along with an excellent selection of dishes and wines. After all, whether you're celebrating a birthday, a special occasion, a professional success, or simply enjoying a lovely evening out, it's our priority to ensure your complete satisfaction.show more"
791,17,"$$$ ($30 to $45), $$$$ (over $45)",,"CAPISCO?
CAPISCO IS THE FUSION OF PERUVIAN AND ITALIAN CUISINE.
PRESENTED BY CHEF MARCEL OLIVIER LARREA.show more"
792,14,"$$ ($20 to $30), $$$ ($30 to $45)",,"Whether it's for a corporate lunch or a romantic night out, Vino Rosso restaurant will provide you with a relaxing, authentic Italian dining experience.
Fresh ingredients prepared meticulously by our expert chefs. Every meal starts off with toasted focaccia bread served with our best olives and olive oil drizzle. Continue with your choice of fresh garden salad or soup with the table d'hôte menu.show more"
793,13,$ (less than $20),,"Our company - a growing chain Established in 1995, L’Oeufrier’s adventure started off in a little neighbourhood in Laval. The concept was to create a breakfast place with all the breakfast delights in harmony, and prepared with passion and refinement. Each smile, each served breakfast, and above all, each new acquaintance increased our passion, which is growing from day to day. One client at the time, we believe in establishing more than just a restaurant chain. Our vision is to create an environment where clients feel at home, surrounded by their relatives, and above all, we wish to build strong long term relationships with each one of you. One client at the time, we wish to offer you incomparable service and an exceptional experience. Convinced of the concept’s potential, the L’Oeufrier team continues to open neighbourhood restaurants. Our vision remains the same: quality meals, generous portions, combined with an extraordinary client experience and a unique atmosphere. Small, warm, friendly and simply outstanding. One L’Oeufrier at a time, we listen attentively to each and every community we serve with passion day after day. In each one of our restaurants, an energetic team will charm you and meet all of your needs. People from your neighbourhood, people from home! The L’Oeufrier team and partners wish to sincerely thank you for these great years. Many thanks to all our franchisees. Their efforts, support and recommendations enable us to keep growing. This is just the beginning! L'OEufrier, an unforgettable experience, each time!show more"
794,30,$ (less than $20),,"The Shawarman is the Chef by excellence who will take you on a journey to the Middle East, through every bite.Discover new Lebanese cuisine, unlike any fusion you know.  An exquisite blend of oriental flavors that meet.  Between tradition and novelty, between taste and thought.Culinary fusion is at the heart of its recipes with tasty meats with secret spices and crispy fried chicken.  After all, Lebanese cuisine is a unique culture that has been able to reinvent itself, year after year, while keeping the secrets of its ancestors which still resonate with us today.The Shawarman will transport you through time, to bring you back to Lebanon in the 1970s.  Because, let us not forget ... after the war, comes love for your country and its traditions.show more"
795,21,$$ ($20 to $30),,"A unique dinner-show in Montreal in a calm and intimate atmosphere. Come taste and savor our tea-based dishes. We offer an a la carte menu as well as a table d'hôte menu at lunch and dinner every day. You can also explore the boutique where you'll find a large assortment of imported teas from China, Japan and India, Russian porcelain and a large selection of Japanese teapots. Everything to satisfy you!show more"
796,18,$ (less than $20),,"Kofi Crepe is a balanced and fast dish concept, succulent calories that will not hurt your health or your line. We provide healthy and safe food without sacrificing flavor, experience, ambiance or integrity.show more"
797,12,$$ ($20 to $30),,"Chef Luu Danh, invites you to discover his new concept; a sushi counter paired with a Japanese grocery store. The Japanese grocery allows all customers to purchase ingredients, sauces, or tools to confect typical Japanese dishes at home. Whether basmati rice (sticky), a special flavor of tea, or even a sauce, they have a multitude of product to meet your needs.   Chef Luu Danh has over 20 years experience and talent of excellence in Japanese cuisine. He offers rewarding dining experience of flavor, combining sweet, salty, sour and bitter which provide an extraordinary taste.   As his witness, Chef Luu Danh prepares sushis for every taste. Crispy sushi, hot, sweet or simply spicy, all prepared with the purpose of making you discover a multitude of contrasting flavor.   The quality of food offered by Sushi Hamachi is very important for the Chef Luu Danh. He personally ensures to have the best suppliers for the fish, seafood and other ingredients that are part of his succulent dishes.show more"
798,17,"$ (less than $20), $$ ($20 to $30)",,"Asian cuisine in a relaxed atmosphere. Vietnamese style grilled dishes, General Tao, a delicious Pad Thai, our famous crispy noodles, and the sushi is always fresh! In Japanese culture, the creation of Sushi is considered an art because of its elegance, beauty and flavor. When you come, we want to make you travel to the other side of the globe.show more"
799,16,"$$ ($20 to $30), $$$ ($30 to $45)",,"An integral part of the Théâtre du Vieux Terrebonne, our Bistro Bar offers the perfect combination of market cuisine and cultural life.  L'Aparté welcomes you whether you are going to the theater or not!  Aparté offers a market cuisine based on fresh food and a relaxed atmosphere where you will want to share good times with family or friends.  Modern, organic, market, and freshness characterize the chef's menu.  Our mission is to provide high quality service to satisfy our customers.  We will do our best to live up to your expectations with a commitment to quality, freshness and presentation of the products.  Come and discover our terrace during the summer season!  Visit our Facebook page and our website regularly for the different activities that take place in the restaurant or on the terrace!show more"
800,70,"$$ ($20 to $30), $$$ ($30 to $45)",,"For more than ten years, the Bellissimo offers its customers the very best of fine italian cuisine. We offer you a wide range of italian specialities: pastas, veal, rack of lamb, grilled meats, seafood, pizza, and many more! We are also proud to offer you a selection of more than 100 wines!  We will welcome you in a warm and comfortable atmosphere, and you’ll benefit of our courteous, professional, and attentionate service.  Whatever the occasion, you will keep excellent memories of your visit at Bellissimo!show more"
801,15,$ (less than $20),,"Piri Piri Restaurant presents a new concept in Portuguese cuisine. Located on Ontario street, this rotisserie will seduce you with its delicious aroma of grilled meats cooked on charcoal.   You will be delighted by their delectable chicken and generous portions while enjoy a friendly and warm atmosphere. Benefit from affordable prices and their take-out services.  Hurry and visit Piri Piri! You won't regret it!show more"
803,24,$ (less than $20),,"The story of SHNOOPI begins with our family, steeped in the culinary heritage of the Mediterranean countries. We grew up in Egypt, travelling a lot around other countries with whom we share the crystal blue water filled Sea, such as Italy, Greece, Lebanon, France, etc. As long as we can remember, our cuisine has always been inspired by a lot of these countries’ flavors, mixing ingredients in untraditional ways, yet representing all cultures in a harmonious way. When creating SHNOOPI, we wanted to represent and honor that heritage, as well as share the food we grew up eating with our clients.show more"
804,15,"$$ ($20 to $30), $$$ ($30 to $45)",,"Les Canailles is a lovely French bistro located in the new HOMA, Hochelaga-Maisonneuve area, which is developing at a fast pace. This restaurant, where you can bring your own wine has put in place a popular new concept of open kitchen on the dining room. The super friendly service and the excellent French cuisine are much appreciated by the clientele. The menu is amazingly interesting and makes it difficult to choose. There is a great choice of fresh fishes and seafood. Recently opened by the same experienced and well-known team of the restaurants: Monsieur B, O Thym, Les Héritiers and L'Emporte-Pièce, this new restaurant has easily made its place in the area. The restless team offers continuous outstanding service by catering for everyone’s needs. Let yourself be charmed by this lovely place! Bring your friends, bring your family!show more"
805,28,$ (less than $20),,"We are in the fall of 2019.  While most ducks have taken flight to escape the Quebec winter, some more daring ones have decided to stay and take flight in a different way.  Why not start a café?  It's inspiring, comforting, warm and (definitely) ambitious!  Well, that's what Pierre and Amélie decided to do after several years of working alone, each on their own, because two is always better (especially when you decide to open a café)!show more"
806,40,$ (less than $20),,"The real Belgian fries with a Quebec accent!
Poutines, fries, burgers, homemade sauces and more!show more"
807,8,"$ (less than $20), $$ ($20 to $30)",,"Restaurant L'Académie, the specialists in Italian and French Cuisines. 

L'Académie in Anjou is proud to invite you to discover it's fusion of Italian and French cuisines where you can bring your own wine.

L'Académie Restaurants has established a unique reputation for value, service and ambiance since the opening of our first location in 1984. Our ""raison d'être"" has always been to offer fine cuisine in an elegant ambiance at reasonable prices. Our more popular dishes include duck magret, rack of lamb, generous portions of mussels and fries as well as several choices of fresh pasta and sauces. 

Impress your business associates for lunch or dinner or enjoy a romantic meal with a favorite friend. Bring your own wine and savor the fine dining, graciously presented at Restaurant L'Académie.show more"
808,35,$$ ($20 to $30),,"Since its opening in 2012, Saint quickly became this trendy funky place where colorful and flavorful sushi is served along with hip-hop music.  We are driven by a deep sense of community, respect and love towards everyone who comes to see us.   
At Saint its good vibes only!show more"
809,15,"$ (less than $20), $$ ($20 to $30)",,"Le Septembre bar is Old Beloeil’s meeting place! It offers a wide selection of imported, Canadian and microbrewery beers, a choice of wines, aperitifs and digestifs. Le Septembre is perfect for a relaxing 5-7 or an evening with friends.   On weekdays, from 11:30am to 2:00pm Le Septembre offers its customers the same daily menu as Le Trait d’Union. In the evening, we offer a menu of tartar, grilled meat and burgers, and you can also enjoy a delicious platter of charcuterie or Quebec cheeses on the most beautiful terrace in the region.show more"
810,12,"$$ ($20 to $30), $$$ ($30 to $45)",,"La Fondue du Prince is a charming restaurant, located in the area of Lake St.Louis. It has been welcoming warmly its clientele for over 29 years !  This unique restaurant offers you a great variety of the best fondues, and this, all year round. Let yourself go for a royal treat, while discovering an outstanding cuisine ! Give us the opportunity to welcome you for your most enjoyable evening !show more"
811,28,"$$$ ($30 to $45), $$$$ (over $45)",,"Table 51 - out of the ordinary, is representing a new era for great urban cuisine with its diverse menu to cater to healthy eaters and comfort food eaters alike from salads, to sandwiches, to steaks and fresh fish. Our rotating daily specialties will excite your senses. Our menu is designed to offer you an exceptional variety of unequalled cuisine with a distinctive flare; a little something for everyone without cutting any corners.  We will recast the tired and boring predictable eatery as something young, vital and completely new. Using fresh and high quality seasonal ingredients and favouring local products, the restaurant serves up its own brand of classic cuisine that caters to a hip and sophisticated clientele. Our fully stocked bar, offers a full range of alcoholic beverages, whether it be a cold beer, stiff martini or the cocktail of your dreams. Table 51 is a departure of the stuffy atmosphere and is a ""come as you are"" destination spot.  Our goal is to offer an unforgettable dining experience by serving great food with specialized service at an affordable price. With one visit, you will see that Table 51 is unlike any restaurant you have been to and definitely ~ out of the ordinary!show more"
812,46,$ (less than $20),,"Toit Orange is a restaurant located in Old Terrebonne. The owners decided to combine a creamery and a snack bar under the same roof.On site you will find in addition to top quality ice creams and sorbets, a reinvented street food menu.show more"
813,34,$$ ($20 to $30),,"Shô-Dan is the product of the friendship of three young chefs, passionate about cuisine and art. Loaded with talent, they use the artistic baggage and years of experience in the kitchen to make your outing at one of their restaurants an unforgettable event.   The à la carte menu at Shô-Dan is very elaborate, creative and ideal for those who want to take a chance. Among the specialties are the succulent blueberry sushi, Blue Shadow and the sushi pizza, served on a bed of rice with spicy mayonnaise and smoked salmon. Many different creations are offered, and change every week. The plates are presented in the traditional Japanese aesthetic and reflect the artistic talent of the chefs. A warm service is offered by a young and dynamic team that is always smiling.   To distinguish itself from other sushi restaurants, Shô-Dan accepts special orders. The chefs will try to satisfy your every wish. It is also possible and quite gratifying, to add a perfectly matched wine to your sushi selection. Both establishments are spacious and can welcome over 150 people. The large sushi bar surrounds the chefs and allows you to see them at work. During your visit, you will immerse yourself into the authentic culinary spirit of Japan.show more"
814,20,"$$$ ($30 to $45), $$$$ (over $45)",,"Your Old Montreal Steakhouse
Méchant Boeuf is a steakhouse situated in Old Montreal, serving prime quality butcher cuts, dry-aged beef and mouth watering seafood.
For over 20 years, Méchant Boeuf has perfected the art of the grill, resulting in proper aging, skillful seasoning, and expert cooking techniques. With local produce carefully chosen by our Chef, we believe that a perfectly cooked steak is a culinary masterpiece that tantalizes the senses and satisfies the palate, an experience that lingers long after the last bite.show more"
815,21,$ (less than $20),,"Welcome to the The most famous Mexican restaurant on the South Shore! Excellent food and exotic drinks are served in an atmosphere of fiesta. Ideal for your birthday, have fun and do not miss our special offers.  We serve the best Margaritas on the South Shore !show more"
816,26,$$ ($20 to $30),,"Mammina Restaurant’s story began on March 11, 2010, in memory of our dear grandmother, Pasqualina Oliverio, whom everyone called Mammina. Guided by her love for the family and the traditions of Italian cuisine, 'Mammina' has passed on her experience. She was born on March 11, 1920 in San Giovanni in Fiore, a small village in the heart of the Calabria region. The typical dishes of her cuisine reflected her love and affection. Our family in collaboration with our staff, will entice you with our cuisine based on a perfect blend of flavors, traditions and love.show more"
817,17,"$ (less than $20), $$ ($20 to $30)",,"Welcome to 100 Génies - the ultimate destination for students and food enthusiasts! Located in the heart of ETS, 100 Geniuses is much more than just a student pub. It's a space where student creativity meets professional expertise to deliver a culinary experience unlike any other. Our innovative concept is the result of close collaboration between passionate students and establishment professionals, ensuring diverse menus that cater to all tastes and budgets. At 100 Geniuses, we believe that good food shouldn't be a luxury, which is why we offer affordable prices without compromising on quality.show more"
818,27,"$$ ($20 to $30), $$$ ($30 to $45)",,"Fresh, savoury, homemade, food served just like grandma’s Sunday meals: that’s our concept here at Bellamore. Our authentic Italian home-style cooking can be enjoyed on any occasion. Whether you are surrounded by friends, family, or your significant other, Bellamore’s warm, comfortable, and welcoming environment will set the mood for any special evening. As our name signifies beautiful love, we believe there is no love more beautiful than the one which is felt when eating a delicious meal with cherished company. We hope you enjoy our selection of dishes. Please do not hesitate if there are any special requests, our chef will be happy to oblige. Now make a toast to a wonderful evening, take a sip of that great wine and Buon appetito!show more"
819,38,"$$ ($20 to $30), $$$ ($30 to $45)",,"Enjoy our onsite restaurant La Palma which offers Mediterranean cuisine with a relaxed, refined atmosphere. La Palma in the AC Marriott Montréal is a perfect spot to catch up with a friend over drinks, dine with your loved ones, or celebrate your most special occasions with family and friends.show more"
820,19,$$ ($20 to $30),,"Craving both sizzling Korean BBQ and refreshing sushi? Look no further! Our all-you-can-eat menu offers a delicious combination of both. Grill your favorite meats and vegetables at your table, then savor an assortment of sushi and maki rolls. Come hungry and leave happy!show more"
822,40,"$$ ($20 to $30), $$$ ($30 to $45)",,All you can eat sushi + Izakaya / Japanese Pub with beautiful decor and quick and friendly service🏮show more
823,18,"$$ ($20 to $30), $$$ ($30 to $45)",,"An adventure that will seduce you! Grizzly’s Restaurant. Pizza. Pasta. Grill. An updated and inviting atmosphere, an attentive and competent service, carefully prepared dishes, everything to enhance a nice dinner with your friends or your business meetings.show more"
824,36,"$$ ($20 to $30), $$$ ($30 to $45)",,"Pic Bois Bistro Tavern awaits you. You will find here the chic and the sober, the authenticity and usability of an open plan kitchen made from wood which serves local flavors, enhanced by the harmonious agreement of beers and wines.show more"
825,23,$$ ($20 to $30),,"La Serenata, is an authentic Italian restaurant that merits being discovered. It has been many years since Angelo Colicchio and Sergio Di Stefano, with 55 years of combined experience, have been offering a menu with a veritable bouquet of flavors that stem from the central region of Italy. With an environment controlled cellar that houses some 1500 bottles of wine, 95 per cent of which are Italian, La Serenata can please even the most ardent connaisseur. With a lunch and dinner menu that combines both traditional and new recipes, La Serenata is prepared to handle all tastes. La Serenata Restaurant is open 6 days a week and reservations are recommended for Friday and Saturday nights. The restaurant is closed Sundays however, we are open for private parties, baptisms, confirmations, anniversaries or any special event.show more"
826,19,$ (less than $20),,"Since 1984 clients have been coming to Il Focolaio to get that authentic Italian taste that is reminiscent of their grandmother’s cooking. Il Focolaio, in fact means fireplace in Italian. The name depicts the maple wood burning oven where each and every one of our pizzas and roasted ingredients are cooked. Our fireplace, as in the old country, not only brings forth the food but also becomes the gathering place for our clients who always feel welcomed and right at home. Our recipe for success is simple, serving up pizza using ingredients that only a true pizzaiolo would use, such as extra virgin olive oil, top quality tomatoes and only the freshest ingredients, all prepared with passion and a love for cooking to bring you the end result that you will never forget. We invite you to come and enjoy the taste of Italy with a nice glass of wine from our wine list. Enjoy it all on our terrace in the middle of downtown during the summer months.show more"
827,18,"$ (less than $20), $$ ($20 to $30)",,"A PLACE TO SLOW DOWN TIME ON BOULEVARD SAINT-LAURENT.Le Roseline was born from the desire of its owner to create a timeless space whose atmosphere evokes another era, where time seemed to pass more slowly ...The Roseline is a warm, friendly and chic place, but without any fuss.show more"
828,19,"$ (less than $20), $$ ($20 to $30)",,"A Mexican cuisine restaurant where at each visit, the authentic taste of Mexico is served!  Friendly and warm service, casual atmosphere and decor, with everything imported directly from Mexico, so that you are reminded of the REAL Mexico!  Our dishes as well as our different cocktails are prepared from the freshest quality products ... Nothing is overlooked; Each little ingredient brings a unique flavor and moreover, everything is hand-made!  A tequila bar, so you can discover the best 100% Agave tequilas. In addition, all our cocktails are meticulously prepared with fresh fruit!  ARRIBA!show more"
829,1,"$ (less than $20), $$ ($20 to $30)",,"We will make you feel the desi food. Our dishes are curated with the finest of ingredients, fresh herbs & spices, with great attention paid to the recipes to evolve authentic flavours of the cuisine. Laden with culture, tradition and age-old warmth of Indian hospitality.
Desi Vibes chef Deepak brings his finest cooking experience into the Desi Vibes family. He is known to be one of the finest chefs in Montreal. He offers variety of chef specials. His catering experience is unparallel in the market.
Desi Vibes is proud to be a family and values-driven company. Our values are integral to our culture, helping to shape how we operate, how we work together and the choices we make.show more"
